"日期","时间","股票代码","股票名称","买/卖","数量","成交价","总成本","交易佣金"
"","09:30","002952.SZA","亚世光电","买入","3100","37.4","115940.006","34.78"
"","09:30","300773.SZA","拉卡拉","买入","2100","56.07","117747","35.32"
"","15:00","300504.SZA","天邑股份","卖出","4800","27.49","-131951.987","171.54"
"","15:00","002916.SZA","深南电路","卖出","1400","89.96","-125944.008","163.73"
"","15:00","600996.SHA","贵广网络","卖出","12900","10.16","-131063.996","170.38"
"","15:00","300310.SZA","宜通世纪","卖出","17700","7.57","-133988.994","174.19"
"","15:00","601519.SHA","大智慧","卖出","18200","7.89","-143598.006","186.68"
"2019-06-20","09:30","300504.SZA","天邑股份","买入","4800","26.6","127679.997","38.3"
"","09:30","002916.SZA","深南电路","买入","1400","87.53","122542.01","36.76"
"","09:30","600996.SHA","贵广网络","买入","12900","10.14","130805.994","39.24"
"","09:30","300310.SZA","宜通世纪","买入","17700","7.34","129918.004","38.98"
"","09:30","601519.SHA","大智慧","买入","18200","7.01","127581.996","38.27"
"","15:00","300494.SZA","盛天网络","卖出","9600","11.65","-111839.985","145.39"
"","15:00","002481.SZA","双塔食品","卖出","14400","7.98","-114912","149.39"
"","15:00","002517.SZA","恺英网络","卖出","31800","3.49","-110982.006","144.28"
"","15:00","600459.SHA","贵研铂业","卖出","6200","18.51","-114762.001","149.19"
"","15:00","300560.SZA","中富通","卖出","5300","26.5","-140449.999","182.58"
"2019-06-19","09:30","300494.SZA","盛天网络","买入","9600","11.96","114815.998","34.44"
"","09:30","002481.SZA","双塔食品","买入","14400","7.88","113471.995","34.04"
"","09:30","002517.SZA","恺英网络","买入","31800","3.72","118296.002","35.49"
"","09:30","600459.SHA","贵研铂业","买入","6200","18.7","115939.993","34.78"
"","09:30","300560.SZA","中富通","买入","5300","24.09","127676.992","38.3"
"","15:00","000861.SZA","海印股份","卖出","47700","2.77","-132128.974","171.77"
"","15:00","000657.SZA","中钨高新","卖出","17300","7.5","-129749.995","168.67"
"","15:00","000831.SZA","五矿稀土","卖出","7400","17.4","-128760.011","167.39"
"","15:00","601212.SHA","白银有色","卖出","29900","4.61","-137838.986","179.19"
"","15:00","002842.SZA","翔鹭钨业","卖出","7400","18.08","-133791.999","173.93"
"2019-06-18","09:30","000861.SZA","海印股份","买入","47700","2.75","131175.012","39.35"
"","09:30","000657.SZA","中钨高新","买入","17300","7.65","132345.006","39.7"
"","09:30","000831.SZA","五矿稀土","买入","7400","17.6","130240.003","39.07"
"","09:30","601212.SHA","白银有色","买入","29900","4.54","135746.002","40.72"
"","09:30","002842.SZA","翔鹭钨业","买入","7400","16.98","125651.997","37.7"
"","15:00","600127.SHA","金健米业","卖出","21500","5.44","-116960.001","152.05"
"","15:00","300299.SZA","富春股份","卖出","15200","7.29","-110807.991","144.05"
"","15:00","002123.SZA","梦网集团","卖出","8600","12.87","-110681.998","143.89"
"","15:00","002467.SZA","二六三","卖出","17400","6.3","-109620.003","142.51"
"","15:00","600393.SHA","粤泰股份","卖出","24000","4.51","-108239.991","140.71"
"2019-06-17","09:30","600127.SHA","金健米业","买入","21500","5.28","113519.995","34.06"
"","09:30","300299.SZA","富春股份","买入","15200","7.46","113392.002","34.02"
"","09:30","002123.SZA","梦网集团","买入","8600","12.63","108617.993","32.59"
"","09:30","002467.SZA","二六三","买入","17400","6.66","115883.998","34.77"
"","09:30","600393.SHA","粤泰股份","买入","24000","4.68","112319.999","33.7"
"","15:00","600311.SHA","荣华实业","卖出","23100","4.97","-114806.995","149.25"
"","15:00","300366.SZA","创意信息","卖出","9600","10.79","-103583.999","134.66"
"","15:00","002077.SZA","大港股份","卖出","13600","8.09","-110024.001","143.03"
"","15:00","600108.SHA","亚盛集团","卖出","28700","3.8","-109059.99","141.78"
"","15:00","600621.SHA","华鑫股份","卖出","8600","13.1","-112659.994","146.46"
"","15:00","000969.SZA","安泰科技","卖出","15900","8.78","-139601.994","181.48"
"2019-06-14","09:30","600311.SHA","荣华实业","买入","23100","4.92","113652.002","34.1"
"","09:30","300366.SZA","创意信息","买入","9600","11.2","107520.008","32.26"
"","09:30","002077.SZA","大港股份","买入","13600","8.15","110840.008","33.25"
"","09:30","600108.SHA","亚盛集团","买入","28700","3.93","112791.002","33.84"
"","09:30","600621.SHA","华鑫股份","买入","8600","13.27","114121.997","34.24"
"","15:00","600425.SHA","青松建化","卖出","34100","4.07","-138786.979","180.42"
"","15:00","300025.SZA","华星创业","卖出","21600","6.71","-144935.999","188.42"
"","15:00","002467.SZA","二六三","卖出","20700","6.43","-133101.006","173.03"
"","15:00","300123.SZA","亚光科技","卖出","15900","8.54","-135785.998","176.52"
"2019-06-13","09:30","600425.SHA","青松建化","买入","34100","4.08","139128.004","41.74"
"","09:30","300025.SZA","华星创业","买入","21600","6.81","147096.012","44.13"
"","09:30","002467.SZA","二六三","买入","20700","6.88","142415.993","42.72"
"","09:30","000969.SZA","安泰科技","买入","15900","8.65","137535.009","41.26"
"","09:30","300123.SZA","亚光科技","买入","15900","9.08","144372","43.31"
"","15:00","600831.SHA","广电网络","卖出","9608","11.45","-110011.598","143.02"
"","15:00","600313.SHA","农发种业","卖出","27000","4.52","-122039.999","158.65"
"","15:00","300310.SZA","宜通世纪","卖出","15600","7.3","-113879.995","148.04"
"","15:00","002828.SZA","贝肯能源","卖出","7400","15.5","-114700.006","149.11"
"","15:00","002943.SZA","宇晶股份","卖出","3000","37.22","-111659.99","145.16"
"2019-06-12","09:30","600831.SHA","广电网络","买入","9600","11.26","108096.002","32.43"
"","09:30","600313.SHA","农发种业","买入","27000","3.97","107190.001","32.16"
"","09:30","300310.SZA","宜通世纪","买入","15600","7.13","111228.002","33.37"
"","09:30","002828.SZA","贝肯能源","买入","7400","14.5","107300.001","32.19"
"","09:30","002943.SZA","宇晶股份","买入","3000","36.36","109080.002","32.72"
"","15:00","000505.SZA","京粮控股","卖出","19500","7.47","-145665.004","189.36"
"","15:00","002947.SZA","恒铭达","卖出","3200","42.13","-134816.002","175.26"
"","15:00","300292.SZA","吴通控股","卖出","18700","7.64","-142867.997","185.73"
"","15:00","300768.SZA","迪普科技","卖出","4000","33.47","-133880.002","174.04"
"","15:00","300299.SZA","富春股份","卖出","18000","7.81","-140579.999","182.75"
"2019-06-11","09:30","000505.SZA","京粮控股","买入","19500","7.48","145860.019","43.76"
"","09:30","002947.SZA","恒铭达","买入","3200","40.18","128576.003","38.57"
"","09:30","300292.SZA","吴通控股","买入","18700","7.23","135201.009","40.56"
"","09:30","300768.SZA","迪普科技","买入","4000","33.08","132320.009","39.7"
"","09:30","300299.SZA","富春股份","买入","18000","7.6","136799.998","41.04"
"","15:00","002077.SZA","大港股份","卖出","12200","7.76","-94671.997","123.07"
"","15:00","603317.SHA","天味食品","卖出","2500","41.96","-104899.997","136.37"
"","15:00","300352.SZA","北信源","卖出","17300","6.12","-105875.99","137.64"
"","15:00","002297.SZA","博云新材","卖出","11300","8.99","-101586.997","132.06"
"","15:00","601952.SHA","苏垦农发","卖出","11600","8.45","-98019.998","127.43"
"2019-06-10","09:30","002077.SZA","大港股份","买入","12200","7.64","93207.999","27.96"
"","09:30","603317.SHA","天味食品","买入","2500","37.68","94200.002","28.26"
"","09:30","300352.SZA","北信源","买入","17300","5.38","93073.994","27.92"
"","09:30","002297.SZA","博云新材","买入","11300","8.24","93112","27.93"
"","09:30","601952.SHA","苏垦农发","买入","11600","8.19","95003.995","28.5"
"","15:00","000836.SZA","富通鑫茂","卖出","29200","4.44","-129647.993","168.54"
"","15:00","300561.SZA","汇金科技","卖出","9100","15.28","-139048.004","180.76"
"","15:00","300542.SZA","新晨科技","卖出","9800","12.92","-126615.993","164.6"
"","15:00","600525.SHA","长园集团","卖出","21400","5.88","-125832.001","163.58"
"","15:00","002164.SZA","宁波东力","卖出","28200","4.76","-134231.998","174.5"
"","15:00","600463.SHA","空港股份","卖出","9000","8.29","-74609.996","96.99"
"2019-06-06","09:30","000836.SZA","富通鑫茂","买入","29200","4.4","128480.005","38.54"
"","09:30","300561.SZA","汇金科技","买入","9100","14.44","131403.997","39.42"
"","09:30","300542.SZA","新晨科技","买入","9800","13.86","135828.003","40.75"
"","09:30","600525.SHA","长园集团","买入","21400","6","128400.001","38.52"
"","09:30","002164.SZA","宁波东力","买入","28200","4.86","137051.998","41.12"
"","15:00","300674.SZA","宇信科技","卖出","3000","26.85","-80550","104.72"
"","15:00","300502.SZA","新易盛","卖出","3600","23.58","-84887.992","110.35"
"","15:00","600734.SHA","实达集团","卖出","9800","8.57","-83986.006","109.18"
"","15:00","002161.SZA","远望谷","卖出","12000","7.61","-91320.006","118.72"
"2019-06-05","09:30","300674.SZA","宇信科技","买入","3000","31.7","95100.003","28.53"
"","09:30","300502.SZA","新易盛","买入","3600","26.15","94140.001","28.24"
"","09:30","600463.SHA","空港股份","买入","9000","9.32","83879.998","25.16"
"","09:30","600734.SHA","实达集团","买入","9800","9.58","93884.009","28.17"
"","09:30","002161.SZA","远望谷","买入","12000","7.91","94919.999","28.48"
"","15:00","600635.SHA","大众公用","卖出","19700","6.99","-137702.995","179.01"
"","15:00","002945.SZA","华林证券","卖出","11300","13.5","-152550","198.31"
"","15:00","603363.SHA","傲农生物","卖出","6100","20.43","-124623","162.01"
"","15:00","002079.SZA","苏州固锝","卖出","17400","7.73","-134501.999","174.85"
"","15:00","603650.SHA","彤程新材","卖出","5900","24.84","-146556","190.52"
"","15:00","300671.SZA","富满电子","卖出","3900","22.6","-88139.994","114.58"
"2019-06-04","09:30","600635.SHA","大众公用","买入","19700","7.02","138294","41.49"
"","09:30","002945.SZA","华林证券","买入","11300","12","135600","40.68"
"","09:30","603363.SHA","傲农生物","买入","6100","22.2","135420.006","40.63"
"","09:30","002079.SZA","苏州固锝","买入","17400","7.88","137112.003","41.13"
"","09:30","603650.SHA","彤程新材","买入","5900","23.01","135759.002","40.73"
"","15:00","002056.SZA","横店东磁","卖出","14600","7.37","-107602.004","139.88"
"","15:00","600667.SHA","太极实业","卖出","15100","7.49","-113098.989","147.03"
"","15:00","600392.SHA","盛和资源","卖出","9400","11.34","-106595.992","138.57"
"","15:00","000993.SZA","闽东电力","卖出","13400","8.58","-114971.997","149.46"
"2019-06-03","09:30","002056.SZA","横店东磁","买入","14600","7.9","115340.009","34.6"
"","09:30","600667.SHA","太极实业","买入","15100","7.85","118534.992","35.56"
"","09:30","300671.SZA","富满电子","买入","3900","27.8","108420.006","32.53"
"","09:30","600392.SHA","盛和资源","买入","9400","12.16","114303.999","34.29"
"","09:30","000993.SZA","闽东电力","买入","13400","8.58","114972","34.49"
"","15:00","600330.SHA","天通股份","卖出","16600","7.91","-131305.995","170.7"
"","15:00","002079.SZA","苏州固锝","卖出","18200","8.03","-146145.995","189.99"
"","15:00","300739.SZA","明阳电路","卖出","7600","17.85","-135659.999","176.36"
"","15:00","300333.SZA","兆日科技","卖出","12700","10.46","-132841.999","172.69"
"","15:00","002725.SZA","跃岭股份","卖出","11800","12.87","-151865.998","197.43"
"2019-05-31","09:30","600330.SHA","天通股份","买入","16600","7.83","129977.992","38.99"
"","09:30","002079.SZA","苏州固锝","买入","18200","7.38","134315.995","40.29"
"","09:30","300739.SZA","明阳电路","买入","7600","17.53","133228.008","39.97"
"","09:30","300333.SZA","兆日科技","买入","12700","10.28","130555.997","39.17"
"","09:30","002725.SZA","跃岭股份","买入","11800","11.9","140420.001","42.13"
"","15:00","000948.SZA","南天信息","卖出","9400","11.54","-108475.998","141.02"
"","15:00","002077.SZA","大港股份","卖出","13600","7.72","-104991.997","136.49"
"","15:00","603220.SHA","贝通信","卖出","3800","32.95","-125210.003","162.77"
"","15:00","600198.SHA","大唐电信","卖出","7500","15.53","-116474.991","151.42"
"","15:00","300302.SZA","同有科技","卖出","10700","10.8","-115559.991","150.23"
"2019-05-30","09:30","000948.SZA","南天信息","买入","9400","11.25","105750.001","31.73"
"","09:30","002077.SZA","大港股份","买入","13600","8.01","108936.003","32.68"
"","09:30","603220.SHA","贝通信","买入","3800","29.06","110427.998","33.13"
"","09:30","600198.SHA","大唐电信","买入","7500","14.9","111749.99","33.52"
"","09:30","300302.SZA","同有科技","买入","10700","10.46","111922.002","33.58"
"","15:00","002161.SZA","远望谷","卖出","16200","8.28","-134135.995","174.38"
"","15:00","002519.SZA","银河电子","卖出","26400","4.91","-129623.991","168.51"
"","15:00","600604.SHA","市北高新","卖出","8800","14.57","-128216.006","166.68"
"","15:00","600530.SHA","交大昂立","卖出","19100","6.93","-132362.994","172.07"
"","15:00","600667.SHA","太极实业","卖出","18000","7.51","-135180.004","175.73"
"2019-05-29","09:30","002161.SZA","远望谷","买入","16200","7.96","128952.001","38.69"
"","09:30","002519.SZA","银河电子","买入","26400","4.7","124079.996","37.22"
"","09:30","600604.SHA","市北高新","买入","8800","14.84","130592.001","39.18"
"","09:30","600530.SHA","交大昂立","买入","19100","6.63","126632.996","37.99"
"","09:30","600667.SHA","太极实业","买入","18000","7.08","127439.999","38.23"
"","15:00","002600.SZA","领益智造","卖出","17100","6.5","-111149.992","144.49"
"","15:00","300139.SZA","晓程科技","卖出","9000","12.99","-116909.997","151.98"
"","15:00","300223.SZA","北京君正","卖出","3800","30.88","-117343.996","152.55"
"","15:00","300353.SZA","东土科技","卖出","7400","14.82","-109668.005","142.57"
"","15:00","300123.SZA","亚光科技","卖出","7200","15.32","-110303.997","143.4"
"2019-05-28","09:30","002600.SZA","领益智造","买入","17100","6.42","109782.001","32.93"
"","09:30","300139.SZA","晓程科技","买入","9000","12.4","111599.997","33.48"
"","09:30","300223.SZA","北京君正","买入","3800","28.77","109325.995","32.8"
"","09:30","300353.SZA","东土科技","买入","7400","14.49","107225.999","32.17"
"","09:30","300123.SZA","亚光科技","买入","7200","15.38","110735.995","33.22"
"","15:00","002436.SZA","兴森科技","卖出","23800","5.88","-139943.991","181.93"
"","15:00","600776.SHA","东方通信","卖出","4900","25.12","-123088.004","160.01"
"","15:00","000066.SZA","中国长城","卖出","12400","10.26","-127224.003","165.39"
"","15:00","002610.SZA","爱康科技","卖出","61500","1.95","-119924.985","155.9"
"","15:00","002166.SZA","莱茵生物","卖出","13200","9.57","-126323.994","164.22"
"2019-05-27","09:30","002436.SZA","兴森科技","买入","23800","5.22","124235.996","37.27"
"","09:30","600776.SHA","东方通信","买入","4900","24.14","118286.006","35.49"
"","09:30","000066.SZA","中国长城","买入","12400","9.99","123875.997","37.16"
"","09:30","002610.SZA","爱康科技","买入","61500","1.93","118694.999","35.61"
"","09:30","002166.SZA","莱茵生物","买入","13200","9.13","120516.004","36.15"
"","15:00","002547.SZA","春兴精工","卖出","7100","12.1","-85910.003","111.68"
"","15:00","300475.SZA","聚隆科技","卖出","6300","13.11","-82592.994","107.37"
"","15:00","300302.SZA","同有科技","卖出","8300","10.26","-85157.992","110.71"
"","15:00","300352.SZA","北信源","卖出","15900","5.16","-82043.997","106.66"
"","15:00","000735.SZA","罗牛山","卖出","8300","10.11","-83912.997","109.09"
"","15:00","600624.SHA","复旦复华","卖出","10200","12.63","-128826.001","167.47"
"2019-05-24","09:30","002547.SZA","春兴精工","买入","7100","11.89","84419.002","25.33"
"","09:30","300475.SZA","聚隆科技","买入","6300","14","88200.002","26.46"
"","09:30","300302.SZA","同有科技","买入","8300","9.85","81754.996","24.53"
"","09:30","300352.SZA","北信源","买入","15900","5.23","83156.993","24.95"
"","09:30","000735.SZA","罗牛山","买入","8300","10.26","85157.994","25.55"
"","15:00","600531.SHA","豫光金铅","卖出","29000","4.79","-138910.008","180.58"
"","15:00","002600.SZA","领益智造","卖出","21200","5.99","-126987.995","165.08"
"","15:00","300375.SZA","鹏翎股份","卖出","25400","4.35","-110489.991","143.64"
"","15:00","600530.SHA","交大昂立","卖出","21100","6.19","-130608.998","169.79"
"","15:00","300299.SZA","富春股份","卖出","16400","5.89","-96595.996","125.57"
"2019-05-23","09:30","600531.SHA","豫光金铅","买入","29000","4.57","132530.012","39.76"
"","09:30","002600.SZA","领益智造","买入","21200","6.25","132499.99","39.75"
"","09:30","300375.SZA","鹏翎股份","买入","25400","5.15","130810.021","39.24"
"","09:30","600624.SHA","复旦复华","买入","10200","12.89","131478.013","39.44"
"","09:30","600530.SHA","交大昂立","买入","21100","6.22","131241.997","39.37"
"","15:00","600095.SHA","哈高科","卖出","20500","4.96","-101679.999","132.18"
"","15:00","002054.SZA","德美化工","卖出","12200","8.53","-104065.996","135.29"
"","15:00","600758.SHA","红阳能源","卖出","17300","6.15","-106395.001","138.31"
"","15:00","603890.SHA","春秋电子","卖出","9800","10.45","-102409.994","133.13"
"2019-05-22","09:30","300299.SZA","富春股份","买入","16400","6.61","108403.995","32.52"
"","09:30","600095.SHA","哈高科","买入","20500","5.29","108445.001","32.53"
"","09:30","002054.SZA","德美化工","买入","12200","9.17","111874.002","33.56"
"","09:30","600758.SHA","红阳能源","买入","17300","6.55","113315.004","33.99"
"","09:30","603890.SHA","春秋电子","买入","9800","11.21","109858.005","32.96"
"","15:00","300493.SZA","润欣科技","卖出","11400","11.65","-132810.003","172.65"
"","15:00","002548.SZA","金新农","卖出","9800","13.35","-130829.992","170.08"
"","15:00","600300.SHA","维维股份","卖出","34200","3.83","-130986.004","170.28"
"","15:00","002166.SZA","莱茵生物","卖出","12700","10.8","-137159.99","178.31"
"","15:00","300333.SZA","兆日科技","卖出","12800","10.46","-133887.999","174.05"
"2019-05-21","09:30","300493.SZA","润欣科技","买入","11400","11.28","128592.001","38.58"
"","09:30","002548.SZA","金新农","买入","9800","13.5","132300.004","39.69"
"","09:30","600300.SHA","维维股份","买入","34200","3.78","129276","38.78"
"","09:30","002166.SZA","莱茵生物","买入","12700","9.91","125856.999","37.76"
"","09:30","300333.SZA","兆日科技","买入","12800","9.99","127872.01","38.36"
"","15:00","002958.SZA","青农商行","卖出","16100","8.2","-132019.996","171.63"
"","15:00","300239.SZA","东宝生物","卖出","25000","5.02","-125499.99","163.15"
"","15:00","600794.SHA","保税科技","卖出","22600","5.55","-125429.993","163.06"
"","15:00","002274.SZA","华昌化工","卖出","11300","11.98","-135374.005","175.99"
"2019-05-20","09:30","002958.SZA","青农商行","买入","16100","8.18","131698.006","39.51"
"","09:30","300239.SZA","东宝生物","买入","25000","5.3","132499.999","39.75"
"","09:30","600794.SHA","保税科技","买入","22600","5.89","133113.997","39.93"
"","09:30","002274.SZA","华昌化工","买入","11300","11.75","132775.001","39.83"
"","15:00","000650.SZA","仁和药业","卖出","11500","8.85","-101775.004","132.31"
"","15:00","600213.SHA","亚星客车","卖出","8800","10.42","-91696","119.2"
"","15:00","603776.SHA","永安行","卖出","3800","27.46","-104348.001","135.65"
"","15:00","002140.SZA","东华科技","卖出","10800","11.01","-118908.001","154.58"
"","15:00","001896.SZA","豫能控股","卖出","26300","4.27","-112300.997","145.99"
"2019-05-17","09:30","000650.SZA","仁和药业","买入","11500","9.8","112700.002","33.81"
"","09:30","600213.SHA","亚星客车","买入","8800","12.18","107183.995","32.16"
"","09:30","603776.SHA","永安行","买入","3800","29.03","110314.004","33.09"
"","09:30","002140.SZA","东华科技","买入","10800","10.28","111024.009","33.31"
"","09:30","001896.SZA","豫能控股","买入","26300","4.25","111775.003","33.53"
"","15:00","002750.SZA","龙津药业","卖出","8100","15.21","-123200.998","160.16"
"","15:00","002702.SZA","海欣食品","卖出","23100","6.04","-139523.997","181.38"
"","15:00","300145.SZA","中金环境","卖出","24000","5.81","-139439.997","181.27"
"","15:00","300325.SZA","德威新材","卖出","21300","7","-149100.01","193.83"
"","15:00","600300.SHA","维维股份","卖出","34300","4.18","-143373.994","186.39"
"2019-05-16","09:30","002750.SZA","龙津药业","买入","8100","16.48","133487.998","40.05"
"","09:30","002702.SZA","海欣食品","买入","23100","5.98","138138.003","41.44"
"","09:30","300145.SZA","中金环境","买入","24000","5.69","136560.003","40.97"
"","09:30","300325.SZA","德威新材","买入","21300","6.89","146756.997","44.03"
"","09:30","600300.SHA","维维股份","买入","34300","3.92","134456.003","40.34"
"","15:00","600354.SHA","敦煌种业","卖出","17200","5.48","-94255.992","122.53"
"","15:00","600794.SHA","保税科技","卖出","15600","6.03","-94068.003","122.29"
"","15:00","002100.SZA","天康生物","卖出","9200","9.94","-91447.995","118.88"
"","15:00","300123.SZA","亚光科技","卖出","5200","16.52","-85904.002","111.68"
"","15:00","600259.SHA","广晟有色","卖出","2500","39.69","-99224.996","128.99"
"2019-05-15","09:30","600354.SHA","敦煌种业","买入","17200","5.12","88063.998","26.42"
"","09:30","600794.SHA","保税科技","买入","15600","5.92","92352.001","27.71"
"","09:30","002100.SZA","天康生物","买入","9200","9.83","90436","27.13"
"","09:30","300123.SZA","亚光科技","买入","5200","16.14","83927.997","25.18"
"","09:30","600259.SHA","广晟有色","买入","2500","35.23","88074.999","26.42"
"","15:00","300333.SZA","兆日科技","卖出","13000","9.98","-129739.988","168.66"
"","15:00","603128.SHA","华贸物流","卖出","13200","10","-131999.999","171.6"
"","15:00","300099.SZA","精准信息","卖出","15600","9.42","-146952.001","191.04"
"","15:00","002554.SZA","惠博普","卖出","33800","3.69","-124722.004","162.14"
"","15:00","300042.SZA","朗科科技","卖出","8600","16.02","-137772.003","179.1"
"","15:00","300325.SZA","德威新材","卖出","16000","6.41","-102560.005","133.33"
"2019-05-14","09:30","300333.SZA","兆日科技","买入","13000","9.72","126360.006","37.91"
"","09:30","603128.SHA","华贸物流","买入","13200","9.82","129624.009","38.89"
"","09:30","300099.SZA","精准信息","买入","15600","8.59","134004.006","40.2"
"","09:30","002554.SZA","惠博普","买入","33800","3.66","123707.999","37.11"
"","09:30","300042.SZA","朗科科技","买入","8600","14.59","125474.002","37.64"
"","15:00","002600.SZA","领益智造","卖出","16300","6.55","-106764.995","138.79"
"","15:00","600175.SHA","美都能源","卖出","31100","3.29","-102318.999","133.01"
"","15:00","002054.SZA","德美化工","卖出","11200","10.05","-112560.002","146.33"
"","15:00","300421.SZA","力星股份","卖出","8500","10.86","-92310.004","120"
"2019-05-13","09:30","002600.SZA","领益智造","买入","16300","6.14","100081.998","30.02"
"","09:30","600175.SHA","美都能源","买入","31100","3.22","100142.001","30.04"
"","09:30","002054.SZA","德美化工","买入","11200","9","100800","30.24"
"","09:30","300421.SZA","力星股份","买入","8500","10.89","92565.003","27.77"
"","09:30","300325.SZA","德威新材","买入","16000","6.14","98239.998","29.47"
"","15:00","600512.SHA","腾达建设","卖出","42500","3.2","-136000","176.8"
"","15:00","000531.SZA","穗恒运A","卖出","15400","7.82","-120427.988","156.56"
"","15:00","300353.SZA","东土科技","卖出","8700","15.1","-131370.003","170.78"
"","15:00","000850.SZA","华茂股份","卖出","24900","5.56","-138443.997","179.98"
"","15:00","300343.SZA","联创互联","卖出","17000","7.68","-130560.003","169.73"
"2019-05-10","09:30","600512.SHA","腾达建设","买入","42500","2.92","124100.005","37.23"
"","09:30","000531.SZA","穗恒运A","买入","15400","7.89","121506.008","36.45"
"","09:30","300353.SZA","东土科技","买入","8700","14.17","123279.001","36.98"
"","09:30","000850.SZA","华茂股份","买入","24900","5.03","125247.007","37.57"
"","09:30","300343.SZA","联创互联","买入","17000","7.36","125120.003","37.54"
"","15:00","300138.SZA","晨光生物","卖出","13000","7.16","-93079.995","121"
"","15:00","002166.SZA","莱茵生物","卖出","10100","9","-90899.999","118.17"
"","15:00","000677.SZA","恒天海龙","卖出","22900","3.87","-88622.997","115.21"
"","15:00","300042.SZA","朗科科技","卖出","6700","14.91","-99896.998","129.87"
"","15:00","002370.SZA","亚太药业","卖出","5400","16.5","-89099.999","115.83"
"2019-05-09","09:30","300138.SZA","晨光生物","买入","13000","7.15","92950.009","27.89"
"","09:30","002166.SZA","莱茵生物","买入","10100","9.15","92414.997","27.72"
"","09:30","000677.SZA","恒天海龙","买入","22900","3.84","87936.038","26.38"
"","09:30","300042.SZA","朗科科技","买入","6700","13.69","91723.004","27.52"
"","09:30","002370.SZA","亚太药业","买入","5400","17.58","94932","28.48"
"","15:00","002158.SZA","汉钟精机","卖出","12700","9.64","-122427.99","159.16"
"","15:00","002118.SZA","紫鑫药业","卖出","11400","10.5","-119700","155.61"
"","15:00","600198.SHA","大唐电信","卖出","9900","11.74","-116225.997","151.09"
"","15:00","600864.SHA","哈投股份","卖出","17300","6.72","-116255.995","151.13"
"","15:00","002600.SZA","领益智造","卖出","21600","5.93","-128087.996","166.51"
"","15:00","603609.SHA","禾丰牧业","卖出","1500","12.5","-18750","24.37"
"","15:00","002321.SZA","华英农业","卖出","2900","7.3","-21170.001","27.52"
"2019-05-08","09:30","002158.SZA","汉钟精机","买入","12700","9.45","120014.999","36"
"","09:30","002118.SZA","紫鑫药业","买入","11400","10.88","124032.001","37.21"
"","09:30","600198.SHA","大唐电信","买入","9900","12","118800","35.64"
"","09:30","600864.SHA","哈投股份","买入","17300","6.9","119370.003","35.81"
"","09:30","002600.SZA","领益智造","买入","21600","5.63","121608.003","36.48"
"","15:00","600512.SHA","腾达建设","卖出","7300","3.07","-22411","29.13"
"","15:00","600677.SHA","航天通信","卖出","1500","15.54","-23309.999","30.3"
"","15:00","002708.SZA","光洋股份","卖出","2200","10.75","-23650","30.74"
"2019-05-07","09:30","600512.SHA","腾达建设","买入","7300","3.1","22630.001","6.79"
"","09:30","603609.SHA","禾丰牧业","买入","1500","14.36","21540.001","6.46"
"","09:30","600677.SHA","航天通信","买入","1500","15.24","22860","6.86"
"","09:30","002321.SZA","华英农业","买入","2900","8","23200","6.96"
"","09:30","002708.SZA","光洋股份","买入","2200","9.7","21340","6.4"
"","15:00","002446.SZA","盛路通信","卖出","8400","9.62","-80807.999","105.05"
"","15:00","002733.SZA","雄韬股份","卖出","3400","23.79","-80886.003","105.15"
"","15:00","600975.SHA","新五丰","卖出","7000","11.71","-81970","106.56"
"","15:00","002418.SZA","康盛股份","卖出","17100","5.02","-85841.998","111.59"
"","15:00","002600.SZA","领益智造","卖出","15900","5.81","-92378.991","120.09"
"","15:00","002668.SZA","奥马电器","卖出","6500","5.93","-38544.999","50.11"
"","15:00","002158.SZA","汉钟精机","卖出","3300","9.88","-32604","42.39"
"","15:00","300202.SZA","聚龙股份","卖出","4700","7.02","-32994","42.89"
"","15:00","600355.SHA","精伦电子","卖出","29300","4.04","-118371.988","153.88"
"","15:00","600831.SHA","广电网络","卖出","11900","9.47","-112693.003","146.5"
"","15:00","600804.SHA","鹏博士","卖出","13100","8.69","-113839.006","147.99"
"","15:00","600478.SHA","科力远","卖出","13900","5.57","-77422.995","100.65"
"","15:00","300025.SZA","华星创业","卖出","14200","5.27","-74833.997","97.28"
"2019-05-06","09:30","002446.SZA","盛路通信","买入","8400","10.48","88031.997","26.41"
"","09:30","002733.SZA","雄韬股份","买入","3400","26.05","88569.998","26.57"
"","09:30","600975.SHA","新五丰","买入","7000","12.6","88199.996","26.46"
"","09:30","002418.SZA","康盛股份","买入","17100","4.95","84644.997","25.39"
"","09:30","002600.SZA","领益智造","买入","15900","5.53","87926.996","26.38"
"","15:00","600410.SHA","华胜天成","卖出","4400","9.76","-42944.001","55.83"
"","15:00","002131.SZA","利欧股份","卖出","20000","2.02","-40399.995","52.52"
"2019-04-30","09:30","002668.SZA","奥马电器","买入","6500","6.66","43290.005","12.99"
"","09:30","600410.SHA","华胜天成","买入","4400","9.08","39952","11.99"
"","09:30","002131.SZA","利欧股份","买入","20000","2.1","41999.998","12.6"
"","09:30","002158.SZA","汉钟精机","买入","3300","11.67","38511.001","11.55"
"","09:30","300202.SZA","聚龙股份","买入","4700","8.82","41454.003","12.44"
"","15:00","300113.SZA","顺网科技","卖出","8000","19.1","-152800","198.64"
"","15:00","002261.SZA","拓维信息","卖出","22800","5.59","-127452.002","165.69"
"","15:00","000977.SZA","浪潮信息","卖出","3508","25.49","-89418.912","116.24"
